ItemId,Type,Name,Rarity,Value,Stack,PropertyA,PropertyB,PropertyC,PropertyD,PropertyE,PropertyF,PropertyG,PropertyH,Description,,,,,,,,,,,,,,
100,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Consumable,Tiny Voucher,1,,9,25,,,,,,,322486373602820106,This voucher is redeemable for 25 points,,,,,,,,,,,,,,
102,Consumable,Small Voucher,2,,9,500,,,,,,,322486372827004950,This voucher is redeemable for 500 points,,,,,,,,,,,,,,
103,Consumable,Medium Voucher,3,,9,3000,,,,,,,322486373405818890,This voucher is redeemable for 3000 points,,,,,,,,,,,,,,
104,Consumable,Large Voucher,4,,9,10000,,,,,,,322486373154160641,This voucher is redeemable for 10000 points,,,,,,,,,,,,,,
105,Consumable,Giant Voucher,5,,9,25000,,,,,,,322486373049171970,This voucher is redeemable for 30000 points,,,,,,,,,,,,,,
106,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Consumable,Wood Voucher,1,,9,-1,325,,,,,,322567686108348416,This voucher is redeemable for 0-325 points,,,,,,,,,,,,,,
108,Consumable,Plastic Voucher,1,,9,200,750,,,,,,322536341290221570,This voucher is redeemable for 200-750 points,,,,,,,,,,,,,,
109,Consumable,Copper Voucher,1,,9,500,1500,,,,,,322536341088763926,This voucher is redeemable for 500-1500 points,,,,,,,,,,,,,,
110,Consumable,Silver Voucher,2,,9,1250,5000,,,,,,322536340170342412,This voucher is redeemable for 1250-5000 points,,,,,,,,,,,,,,
111,Consumable,Gold Voucher,3,,9,2500,10000,,,,,,322536341155872770,This voucher is redeemable for 2500-10000 points,,,,,,,,,,,,,,
112,Consumable,Diamond Voucher,4,,9,5000,20000,,,,,,322536340610613250,This voucher is redeemable for 5000-20000 points,,,,,,,,,,,,,,
113,Consumable,Emerald Voucher,5,,9,10000,40000,,,,,,322536340698824704,This voucher is redeemable for 10000-40000 points,,,,,,,,,,,,,,
114,Consumable,Mythic Voucher,7,,9,-1,99999,,,,,,322536340677722112,This voucher is redeemable for 0-100000 points,,,,,,,,,,,,,,
115,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Consumable,Dark Voucher,4,,9,-5500,5000,,,,,,322536341667708930,Who knows what this voucher does,,,,,,,,,,,,,,
117,Consumable,Devil Voucher,6,,9,-85000,70000,,,,,,322536341416050689,You're gonna want to be careful using this,,,,,,,,,,,,,,
118,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Consumable,Key,2,,99,,,,,,,,322571904491978752,This key unlocks a random crate in your inventory,,,,,,,,,,,,,,
131,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Consumable,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Vanity,VIP,4,100000,1,,,,,,,,319277157287329802,"If you have this item, you are special. Congratulations.",,,,,,,,,,,,,,
201,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Vanity,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Crate,Voucher Crate,2,,1,500,1,,,,,,322567756442632192,This basic crate contains a random voucher,,,,,,,,,,,,,,
301,Crate,Large Voucher Crate,2,,1,1500,5,,,,,,322567756291637248,This basic crate contains 5 random vouchers,,,,,,,,,,,,,,
302,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Crate,Voucher Crate,3,,1,2500,1,,,,,,322567756304220160,This rare crate contains a random voucher,,,,,,,,,,,,,,
304,Crate,Large Voucher Crate,3,,1,7500,5,,,,,,322567756014682113,This rare crate contains 5 random vouchers,,,,,,,,,,,,,,
305,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Crate,Voucher Crate,4,,1,8000,1,,,,,,322567756492963840,This epic crate contains a random voucher,,,,,,,,,,,,,,
307,Crate,Large Voucher Crate,4,,1,24000,5,,,,,,322567756069470209,This epic crate contains 5 random vouchers,,,,,,,,,,,,,,
308,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Crate,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,
